Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-10,16:59:35.630,-32,-39,100,12,0,7,10,-28,100,12,0.0,38.394564 14.141975,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,-1,0,-626,1,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1195,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:35.630,-34,-40,98,12,0,7,10,-32,100,14,0.0,38.394591 14.141959,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,1,1,-624,0,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1195,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:35.820,-34,-40,98,12,0,7,10,-30,100,13,0.0,38.394583 14.142015,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,0,-5,-550,-60,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1231,1471,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:36.020,-33,-39,100,12,0,7,10,-31,100,12,0.0,38.394541 14.141960,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,1,-14,-485,1,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1263,1500,1494,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:36.220,-33,-39,100,12,0,7,10,-30,100,12,0.0,38.394553 14.141954,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,1,-17,-457,4,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1276,1501,1492,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:36.420,-33,-39,100,12,0,7,10,-30,100,12,0.0,38.394574 14.141999,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,0,-31,-379,4,1024,-1004,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1315,1501,1485,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:36.620,-34,-41,97,12,0,7,10,-31,100,13,0.0,38.394561 14.141942,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,0,-5,-344,5,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1333,1503,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:36.820,-34,-41,97,12,0,7,10,-29,100,12,0.0,38.394564 14.141962,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,1,-3,-241,52,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1382,1525,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:37.020,-33,-41,100,12,0,7,10,-29,100,13,0.0,38.394502 14.141941,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,!ERR,-1,0,-166,46,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1419,1522,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:59:37.220,-33,-41,100,12,0,7,10,-29,100,13,0.0,38.394578 14.141984,0.2,18.21,0,16,47.8,2.1,854,79,0.01,0.02,-1.18,AIR,1,3,-170,15,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1417,1507,1501,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
