Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-20,15:16:52.590,-41,-47,98,12,0,7,10,-34,92,13,0.0,38.454832 14.208968,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,1,1,-550,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1231,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:52.600,-43,-46,100,12,0,7,10,-38,92,13,0.0,38.454846 14.208918,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,1,1,-551,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1230,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:52.600,-43,-46,100,12,0,7,10,-38,92,13,0.0,38.454824 14.208999,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,1,1,-551,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1230,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:52.690,-43,-46,100,12,0,7,10,-38,92,13,0.0,38.454811 14.208925,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,1,0,-554,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1229,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:52.890,-43,-46,100,12,0,7,10,-35,96,13,0.0,38.454780 14.208948,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,2,2,-277,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1364,1500,1501,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:53.090,-43,-46,100,12,0,7,10,-35,100,13,0.0,38.454802 14.208939,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,2,0,-100,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1451,1500,1500,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:53.290,-41,-44,100,12,0,7,10,-38,100,13,0.0,38.454843 14.208983,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,5,-1,-151,20,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1426,1510,1500,1502,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:53.490,-41,-44,100,12,0,7,10,-44,100,12,0.0,38.454821 14.208961,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,11,0,-219,5,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1393,1502,1500,1505,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:53.690,-42,-43,100,11,0,7,10,-39,100,13,0.0,38.454775 14.208956,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,!ERR,22,3,-217,17,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1394,1508,1501,1510,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:16:53.890,-42,-43,100,11,0,7,10,-39,100,13,0.0,38.454832 14.208969,0.3,125.1,-1,24,47.0,0.0,1949,53,0.0,0.0,-2.96,AIR,44,3,-187,50,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1409,1524,1501,1521,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
